Python\/Django开发工程师|||1.4-2万\/月|||南京拾柴信息科技有限公司|||主要负责公司两款产品SeaTable和Seafile的开发。SeaTable是一款新一代的在线协同表格和信息管理系统，支持“文件”、“图片”、“单选项”、“多选项”、“协作人”等丰富的数据类型。它帮助用户方便的记录和管理各种零散的信息，既有协同表格的便利，又有信息管理系统的强大。()Seafile()是国人开发、国际认可的开源企业文件云存储解决方案，在Github上有8000+用户关注。Seafile提供Windows/Mac/Linux桌面客户端，以及Android/iOS客户端。每天有数以十万计的用户使用Seafile来同步、管理他们的文件。工作内容-参与seafile/seatableweb服务后端的功能设计和开发。-参与全文检索,后台事件调度，脚本运行平台等功能的设计和开发-参与部分前段页面的开发，主要涉及其中的逻辑部分职位要求-精通Python语言，熟悉Django框架-了解CSS,JavaScript等前端技术(我们使用React框架)-熟悉Git源码管理工具-英语读写能力良好职位福利-不搞996，晚6点半下班，但需要自己合理安排时间完成每周工作任务。-考核良好或者优秀，发放年薪10%的期权加分项-有过开源软件开发经验职能类别：Python开发工程师关键字：工具软件工具软件Pythondocker来源：拉勾微信分享
Python开发工程师|||1-1.5万\/月|||北京码上赢网络科技有限公司|||1、负责石化云管理平台，代码开发。bug处理；2、负责系统性能优化和提升；3、网站程序开发文档的编写；任职资格要求：1、4年以上PythonWeb开发工作经验。2、熟练掌握Pythonweb开发框架（Django、Flask或其他框架），具备良好的代码风格。3、熟悉Linux常用命令，能独立完成Linux环境的搭建及应用的部署，熟悉Web容器性能调优，能根据日志跟踪并定位问题。4、精通MySQL，熟悉关系型数据库，能够独立完成数据库部署配置及查询优化。5、熟练掌握Pycharm、git、postman等常见工具。6、理解HTTP协议，熟悉REST开发风格；熟悉XML、JSON等数据封装方式。7、能承受一定的工作压力，有责任心和上进心，能通过持续学习和完善自身，自信、有担当、执行力强、乐于分享。8、熟悉大数据量、高并发、高性能系统优化者优先。9、有memcache、redis等缓存和rabbitmq等消息队列开发经验者优先。10、熟悉云计算相关业务，有OpenStack、docker、k8s或其他相关云计算产品经验者优先。职能类别：Python开发工程师关键字：python软件开发django微信分享
Python开发工程师|||1.5-2万\/月|||一起教育科技|||岗位职责：1、根据上级要求并按照统一规范开发相关功能代码2、能够根据需求进行设计文档的编写3、对同事开发的代码进行功能、性能测试4、和客户进行沟通，快速把握客户需求5、对产品开发需要用到的新技术进行探索，及时给出反馈以及方案6、配合公司售前对新的概念或新的技术进行预研并进行总结任职资格：1、2年以上Python开发工作经验，具有应用项目开发经历，计算机相关专业大学本科及以上学历2、熟悉Django或Tornado、Flask等开发框架；3、熟悉SVN、MySQL、Redis等相关技术；4、熟悉JavaScript、CSS、HTML，熟悉常用的js库如jquery、bootstrap；5、熟练使用linux，精通shell编程，能够进行脚本编程和系统维护，熟悉ngnix，apache；6、对面向对象、设计模式、数据结构和算法设计有较为深刻的理解。7、对运维发布、监控有一定的了解，例如saltstack、ansible等；8、具有良好的编码风格与编程习惯，有良好的技术文档读写能力和沟通能力，良好的团队合作精神9、对技术敏感而细致，善于思考，乐于发现，对解决具有挑战性的问题充满激情；职能类别：Python开发工程师关键字：python爬虫软件开发微信分享
Python开发工程师|||0.8-1.5万\/月|||北京旷视科技有限公司|||任职要求：精通Python，熟悉Django架构；了解Numpy，PyQt等第三方模块；了解C++，JavaScript等开发语言；精通计算机体系架构；工作职责：负责产品的前后台软件开发，撰写软件设计方案；与用户对接需求，参与技术方案评审；负责软件开发与调试；职能类别：软件工程师Python开发工程师微信分享
Mid-level Python developer|||1.5-2万\/月|||长安通信科技有限责任公司|||ResponsibilitiesWriteeffective,scalablecodeDevelopback-endcomponentstoimproveresponsivenessandoverallperformanceIntegrateuser-facingelementsintoapplicationsTestanddebugprogramsImprovefunctionalityofexistingsystemsImplementsecurityanddataprotectionsolutionsAssessandprioritizefeaturerequestsCoordinatewithinternalteamstounderstanduserrequirementsandprovidetechnicalsolutionsRequirementsMustpossessaminimumof3yearsofexperienceasapythondeveloperExpertiseinatleastonepopularPythonframework(likeDjango,FlaskorPyramid)KnowledgeofObjectOrientedProgramming(OOP)Familiaritywithfront-endtechnologies(likeJavaScriptandHTML5)KnowledgeofsoundandimagerecognitionorvideoprocessingFamiliaritywithC,C++orC#isaplusFamiliaritywithhardwaredevelopmentisaplusSelf-motivatedandstronganalyticalskillsandgoodproblem-solvingskillsTeamspirit职能类别：Python开发工程师关键字：Python微信分享
Python开发工程师|||0.8-1万\/月|||北京理享家商务信息咨询有限公司|||岗位职责：1、负责人脸识别、人脸比对和人脸检索等算法的研究和工程实现；2、训练深度学习模型对眨眼、摇头、点头等面部和肢体行为进行检测识别及产品化落地；3、通过持续优化人脸识别算法和模型提高人脸识别的准确度和效率；4、可以对现有项目进行，二次开发和维护工作；任职要求：1.数学、统计、计算机和模式识别等相关专业；5、1-3年以上人脸识别、人脸比对、活体检测等领域图像处理研发经验；6、熟练掌握人脸识别算法和第三方开源框架，例如：cnn、opencv、DCT、Mahalanobis等；7、熟悉掌握C/C++、python语言；8、熟练掌握Tensorflow、Caffe等深度学习框架；9、有良好的理解能力和沟通能力；招聘要求：python开发经验1-3年熟悉pythonWeb框架有做过图像识别和语音识别经验的优先考虑能适应出差（出差地：内蒙古）职能类别：图像识别工程师微信分享
Python研发工程师|||0.8-1.2万\/月|||北京中加国道科技有限责任公司|||岗位职责：负责公司核心软件产品设计与开发工作；负责软件产品的需求分析、产品设计、开发及单元测试工作；负责编写软件相关的设计和技术文档及负责工作中的疑难技术问题攻关。岗位要求学历：本科或以上;专业：计算机或相关专业;工作经验：1年以上Python开发经验;扎实的Python编程基础，热爱编程，有一年以上Python的开发经验；具有良好的代码风格，了解Python的高级特性；熟悉Linux操作系统，能进行日常服务测试部署；学习和抗压能力强、独立解决问题及沟通团队协作能力；具备一定的文档能力；了解数据库Mysql，Sqlserver等。职能类别：Python开发工程师关键字：python爬虫软件开发软件工程师开发开发工程师工程师微信分享
天运后端开发（go或python）|||0.8-1.4万\/月|||昆仑数智科技有限责任公司|||运维底座的开发，包括：1.设计和开发云运维平台CMDB，实现网络、服务器、集群、产品、应用等实体关联和管理；2.对接服务器网络机房管理平台；3.实现各集群部署，版本升级、统一安全管理;4.硬件、OS、平台、中间件等各级状态监控和日志对接；输出告警；协助诊断和自动化处理;5.实现云平台和云资源计量信息接口，提供数据给供运维和运营平台。1.2年以上本科学历，计算机、通信相关专业；2.1年以上Go或者Python编程语言经验，熟悉Django、gin等框架开发3.熟悉Linux网络配置、OS部署、配置和优化；4.熟悉蓝鲸、zabbix、promethus、open-falcon原理和插件开发（之一）；4.具有运维平台或者工具的相关开发经验；5.优先项：熟悉云平台等保建设，主机安全防护；6.优先项：熟悉ARM平台、openstack架构、K8S、或者其他公有云架构；7.优先项：能完整开发、搭建后端系统，熟练使用flask、django等框架此岗位长期驻场中国电子，不考虑外包者勿扰，谢谢！职能类别：软件工程师关键字：软件开发开发云平台微信分享
Python开发工程师|||1.5-2万\/月|||智昌科技集团股份有限公司|||岗位职责：1、负责公司的爬虫核心技术研究以及爬虫策略优化；2、根据业务需求，实现大规模文本、图片、视频数据抓取、清洗、存储等工作；3、对数据质量负责，提供数据分析报告，优化数据应用架构，支持产品研发。岗位要求：1、计算机、数学或统计等相关专业，2年以上数据相关工作经验；2、熟悉linux平台，掌握Python/JAVA或某种编程语言；3、熟悉基于正则表达式、CSS、http协议、ml等的网页信息抽取技术；4、精通常用的爬虫技术及架构，并能快速实现；5、熟悉多线程编程、分布式计算，有分布式系统使用经验。6、具备良好的编程习惯和算法基础，具有钻研精神；7、对数据驱动业务有深入理解，对数据与业务方面有足够的敏感性，独立思考能力和逻辑分析能力强。职能类别：Python开发工程师爬虫开发工程师关键字：python爬虫开发开发工程师工程师软件开发微信分享
python开发工程师（集成2053）|||1-1.5万\/月|||北京格上理财顾问有限公司|||岗位职责：1、建行安全运维部门相关运维工具研发；2、开发和维护安全运维开发平台的建设及相关运维工具的研发；3、配合团队其他成员进行模块开发及整合。任职要求：1、熟悉Python及常用的Web开发框架（django），具有至少两年以上相关开发经验；2、熟悉Linux操作系统及常用命令；3、良好的编码习惯和文档编写习惯；4、具有良好的学习能力和沟通能力，工作积极主动，具有强烈的责任心和团队合作精神；5、至少熟悉一种数据库的使用，如mysql、mongodb、redis等。6、2年以上研发经验、硕士2年/本科4年/专科6年以上学历、理工科专业、40岁以下；7、有运维工具开发经验优先。职能类别：Python开发工程师微信分享
Python开发工程师|||1-1.5万\/月|||北京芬以科技有限公司|||1、2年及以上的Python相关软件开发经验；较强的学习能力和抗压能力，2、计算机基础理论扎实，熟悉数据结构、算法、操作系统、TCP、HTTP等计算机基础知识；3、精通python；熟悉Django、Flask、Tornado等主流PythonWeb框架；4、熟悉MySQLRedis等数据库并有良好的数据库设计和优化能力；5、熟悉UnixLinux操作系统；6、具有较强团队合作、发现问题、解决技术问题的能力，思路清晰，可提出创新解决方案；7、热爱软件研发工作，有强烈的创新精神并能付诸实施，能积极学习业界新技术；8、有良好的逻辑思维能力和想象力，善于抽象简化复杂问题，善于系统性思考并使用创新性思维解决问题，学习能力强；9、有责任心，优秀的团队合作精神，良好的沟通表达，积极主动，自我驱动，乐观，诚实，勤奋，严谨；职能类别：Python开发工程师关键字：DjangoFlaskTornadopythonlinuxunix微信分享
Python开发工程师|||1-1.5万\/月|||北京点点智联科技有限公司|||Python后端开发及架构设计工程师岗位职责：1、负责自动化运维平台各模块现有功能优化及新功能开发，比如优化年终决算、任务调度，探索运维模块的新场景等2、负责shel1、powershe11、GUI等自动化脚本的开发及测试；3、负责40+套应用系统的自动化推广和运维场景的落地工作；4、负责本组内部的代码质量，严格按照开发规范进行相应的设计及核心功能的开发；5、负责研究新技术，考虑K8、容器化、页面化场景与自动化的融合，参与运维工具小组的培训及考题的制定。Python后端及脚本开发工程师岗位职责：1、负责自动化运维平台各模块现有功能优化及新功能开发；2、负责shell、powershell、GUI等自动化脚本的开发及测试；3、负责配合进行40+套应用系统的自动化推广和运维场景的落地工作；4、严格按照开发规范进行相应的设计及核心功能的开发。岗位要求：1、熟练掌握Python语言，至少2年以上Python后端开发经验，有良好的编码习惯；2、熟练掌握Linux系统常见命令，MySq1数据库的使用；3、掌握至少一种以上Pythonweb框架（Django优先），熟悉中间件原理和常见中间件的使用；4、熟练掌握shell、powershe11、GUI中的两种以上脚本开发语言；5、有蓝鲸自动化运维项目设计及开发经验者优先；6、计算机相关专业，专科及以上学历，学信网可查。职能类别：Python开发工程师微信分享
python开发|||2-3万\/月|||北京神州泰岳软件股份有限公司|||工作职责：1.负责公司devops平台的研发。2.负责公司监控平台二次研发工作。3.负责devops同k8s对接。职位要求：1.熟悉python+django框架。2.熟悉vue，bootstrap,jquery，ajax等前端框架。3.实施过devops平台以及cmdb数据库的设计。4.能够基于各种python开源框架做二次开发。5.有resetapi设计经验。6.有k8s运维经验优先。职能类别：高级软件工程师软件工程师关键字：python开发微信分享
python工程师|||1-1.5万\/月|||北京清华同衡规划设计研究院有限公司|||人员要求：1.有编程基础，了解python语言；2.了解debian、ubuntu等linux系统基本操作；3.有一定英文阅读能力；4.自学能力强，对NoSql开源数据库有兴趣了解和学习；5.有意向大数据技术方面发展；职能类别：软件工程师关键字：大数据，开发微信分享
Python\/Django软件开发工程师|||1.6-2万\/月|||东方闪光（北京）光电科技有限公司|||职责：1.根据功能设计文档，进行Web软件产品的开发、迭代和维护。2.按照编码规范编写代码和相关文档。要求：1.全日制本科及以上学历，计算机相关或工科专业，两年以上工作经验。2.熟练使用Python开发，1年以上Django开发经验，熟悉DjangoRESTframework。3.熟悉一种关系数据库系统。4.了解HTML，CSS，jQuery和任意一种前端开发框架。5.具备英语文档阅读能力。6.具有强烈的责任意识和开放的心态，善于学习，具有分析、解决应用问题的能力。职能类别：Python开发工程师微信分享
